"id","publication_year","first_author","display_name","Label"
"https://openalex.org/W1022946631","1983","John Hart Ely","Democracy and Distrust","Ely, 1983"
"https://openalex.org/W104357497","1996","Scott Brewer","Exemplary Reasoning: Semantics, Pragmatics, and the Rational Force of Legal Argument by Analogy","Brewer, 1996"
"https://openalex.org/W105723337","2002","Ronald Dworkin","Thirty Years on","Dworkin, 2002"
"https://openalex.org/W107842537","2010","Jonathan Quong","Liberalism without Perfection","Quong, 2010"
"https://openalex.org/W109677913","2006","Jeremy Waldron","The Core of the Case against Judicial Review","Waldron, 2006"
"https://openalex.org/W117217249","1974","Edward B. Arnolds","The Defense of Necessity in Criminal Law: The Right to Choose the Lesser Evil","Arnolds, 1974"
"https://openalex.org/W121887062","1992","Randy E. Barnett","The Sound of Silence: Default Rules and Contractual Consent","Barnett, 1992"
"https://openalex.org/W12585591","1958","Hart","The Aims of the Criminal Law","Hart, 1958"
"https://openalex.org/W127338104","1999","Bernard E. Harcourt","The Collapse of the Harm Principle","Harcourt, 1999"
"https://openalex.org/W136591480","1996","Jeremy Waldron","Kant's Legal Positivism","Waldron, 1996"
"https://openalex.org/W138458895","1949","Lon L. Fuller","The Case of the Speluncean Explorers","Fuller, 1949"
"https://openalex.org/W1450459739","1991","Michael T. Hartney","Some Confusions Concerning Collective Rights","Hartney, 1991"
"https://openalex.org/W1469191350","1992","Larry Alexander","What Makes Wrongful Discrimination Wrong? Biases, Preferences, Stereotypes, and Proxies","Alexander, 1992"
"https://openalex.org/W1483374326","2000",NA,"Sovereign virtue: the theory and practice of equality","NA, 2000"
"https://openalex.org/W1485501857","1934","Hans Kelsen","Pure Theory of Law","Kelsen, 1934"
"https://openalex.org/W1485874378","1995","Ernest J. Weinrib","The Idea of Private Law","Weinrib, 1995"
"https://openalex.org/W1488611786","1984","Ronald Dworkin","Los derechos en serio","Dworkin, 1984"
"https://openalex.org/W1489372415","1968","H. L. A. Hart","Punishment and responsibility","Hart, 1968"
"https://openalex.org/W1490967561","1980","Anthony T. Kronman","Contract Law and Distributive Justice","Kronman, 1980"
"https://openalex.org/W1495885934","2010","Sophia Moreau","What Is Discrimination?","Moreau, 2010"
"https://openalex.org/W1497647472","2005","Nicola Lacey","PUNISHMENT, COMMUNICATION AND COMMUNITY","Lacey, 2005"
"https://openalex.org/W1499476502","2001","T. R. S. Allan","Constitutional Justice: A Liberal Theory of the Rule of Law","Allan, 2001"
"https://openalex.org/W1502108759","2000","Mark Tushnet","Taking the Constitution Away from the Courts","Tushnet, 2000"
"https://openalex.org/W1503906844","2009","Andrew Altman","A Liberal Theory of International Justice","Altman, 2009"
"https://openalex.org/W1504060166","1881","Oliver Wendell Holmes","The Common Law","Holmes, 1881"
"https://openalex.org/W1504314083","2003","Claire Oakes Finkelstein","Is Risk a Harm?","Finkelstein, 2003"
"https://openalex.org/W1504374584","2008","Joseph Raz","Can There be a Theory of Law?","Raz, 2008"
"https://openalex.org/W1506104239","2004","John Collins","Causation and Counterfactuals","Collins, 2004"
"https://openalex.org/W1506680948","2005","Terence Anderson","Analysis of Evidence","Anderson, 2005"
"https://openalex.org/W1512084092","2009","Jeff McMahan","INTENTION, PERMISSIBILITY, TERRORISM, AND WAR","Mahan, 2009"
"https://openalex.org/W1514428340","1999","Michael E. Bratman","Faces of Intention","Bratman, 1999"
"https://openalex.org/W1514637386","1997","Henry Prakken","Logical Tools for Modelling Legal Argument","Prakken, 1997"
"https://openalex.org/W1518929111","2004","Jules L. Coleman","The Oxford Handbook of Jurisprudence and Philosophy of Law","Coleman, 2004"
"https://openalex.org/W1519668286","1981","Carlos E. Alchourrón","The Expressive Conception of Norms","NA, 1981"
"https://openalex.org/W1520467851","2011","Dana Kay Nelkin","Making Sense of Freedom and Responsibility","Nelkin, 2011"
"https://openalex.org/W1522342316","2002","Robert Alexy","A Theory of Constitutional Rights","Alexy, 2002"
"https://openalex.org/W1523838136","2019","Gerald J. Postema","Bentham and the Common Law Tradition","Postema, 2019"
"https://openalex.org/W1524162620","2009","Bardo Fassbender","The United Nations Charter as the Constitution of the International Community","Fassbender, 2009"
"https://openalex.org/W1527018558","2001","Jules L. Coleman","The Practice of Principle: In Defence of a Pragmatist Approach to Legal Theory","Coleman, 2001"
"https://openalex.org/W1528399442","2012","Patrick Tomlin","Extending the Golden Thread? Criminalisation and the Presumption of Innocence*","Tomlin, 2012"
"https://openalex.org/W1529277309","1983","H. L. A. Hart","Essays in Jurisprudence and Philosophy","Hart, 1983"
"https://openalex.org/W1533067089","2004","Martin P. Golding","The Blackwell Guide to the Philosophy of Law and Legal Theory","Golding, 2004"
"https://openalex.org/W1533150963","2004","Crawford L. Elder","Real Natures and Familiar Objects","Elder, 2004"
"https://openalex.org/W1536162307","2002","Stanley L. Paulson","The argument from injustice : a reply to legal positivism","Paulson, 2002"
"https://openalex.org/W1539274691","1996",NA,"Freedom's law: the moral reading of the American Constitution","NA, 1996"
"https://openalex.org/W1539454026","2004","Gideon Rosen","Skepticism about Moral Responsibility","Rosen, 2004"
"https://openalex.org/W1540195487","2002","Michael J. Zimmerman","Taking Luck Seriously","Zimmerman, 2002"
"https://openalex.org/W1541703906","2001","Derk Pereboom","Living without Free Will","Pereboom, 2001"
"https://openalex.org/W1544949079","1999","Jeremy Waldron","The dignity of legislation","Waldron, 1999"
"https://openalex.org/W1547717991","1994","Jeremy Waldron","Vagueness in Law and Language: Some Philosophical Issues","Waldron, 1994"
"https://openalex.org/W1547775889","2014","Daniel Viehoff","Democratic Equality and Political Authority","Viehoff, 2014"
"https://openalex.org/W1547788921","1961","Guido Calabresi","Some Thoughts on Risk Distribution and the Law of Torts","Calabresi, 1961"
"https://openalex.org/W1548654059","1994","Andrew von Hirsch","Censure and sanctions","Hirsch, 1994"
"https://openalex.org/W1550427443","1991","Christopher W. Morris","Punishment and Loss of Moral Standing","Morris, 1991"
"https://openalex.org/W1557385649","1917","Wesley Newcomb Hohfeld","Fundamental Legal Conceptions as Applied in Judicial Reasoning","Hohfeld, 1917"
"https://openalex.org/W1558461042","2005","Andrei Marmor","Interpretation and Legal Theory","Marmor, 2005"
"https://openalex.org/W1560170356","2001","Richard Fumerton","Causation and the Law: Preemption, Lawful Sufficiency, and Causal Sufficiency","Fumerton, 2001"
"https://openalex.org/W1563041628","1975","Guido Calabresi","Concerning Cause and the Law of Torts: An Essay for Harry Kalven, Jr.","Calabresi, 1975"
"https://openalex.org/W1563201617","1959","Alf Ross","On law and justice","Ross, 1959"
"https://openalex.org/W1563715884","2007","Wilfrid J. Waluchow","A common law theory of judicial review: the living tree","Waluchow, 2007"
"https://openalex.org/W1564062619","1989","Robert Alexy","A Theory of Legal Argumentation: The Theory of Rational Discourse as Theory of Legal Justification","Alexy, 1989"
"https://openalex.org/W1565174900","1991","Hans Kelsen","General Theory of Norms","Kelsen, 1991"
"https://openalex.org/W1568392343","1999","Matthew H. Kramer","In Defense of Legal Positivism: Law without Trimmings","Kramer, 1999"
"https://openalex.org/W1571603731","1931","John P. Frank","Law and the modern mind","Frank, 1931"
"https://openalex.org/W1578179010","2004","Robert M. Sapolsky","The frontal cortex and the criminal justice system","Sapolsky, 2004"
"https://openalex.org/W1580510701","2004","David M. Beatty","The Ultimate Rule of Law","Beatty, 2004"
"https://openalex.org/W1582040817","2012","David Enoch","Statistical Evidence, Sensitivity, and the Legal Value of Knowledge","Enoch, 2012"
"https://openalex.org/W1582197671","2011","Ronald Dworkin","Justice for Hedgehogs","Dworkin, 2011"
"https://openalex.org/W1590467032","1996","Dan M. Kahan","Two Conceptions of Emotion in Criminal Law","Kahan, 1996"
"https://openalex.org/W1592795557","1987","Jeffrie G. Murphy","Does Kant Have a Theory of Punishment?","Murphy, 1987"
"https://openalex.org/W1594094994","1982","Owen M. Fiss","Objectivity and Interpretation","Fiss, 1982"
"https://openalex.org/W1595012795","2017","John Austin","The Province of Jurisprudence Determined","Austin, 2017"
"https://openalex.org/W1597362725","1996","Cass R. Sunstein","Legal reasoning and political conflict","Sunstein, 1996"
"https://openalex.org/W1598548519","2011","Joseph Raz","From Normativity to Responsibility","Raz, 2011"
"https://openalex.org/W1603082488","2007","George Letsas","A Theory of Interpretation of the European Convention on Human Rights","Letsas, 2007"
"https://openalex.org/W1606436076","2004","Daniel Markovits","Contract and Collaboration","Markovits, 2004"
"https://openalex.org/W1711204715","2010","R. Jay Wallace","Hypocrisy, Moral Address, and the Equal Standing of Persons","Wallace, 2010"
"https://openalex.org/W173038773","2000","Frank Jackson","From Metaphysics to Ethics","Jackson, 2000"
"https://openalex.org/W174389237","1993","Cass R. Sunstein","On Analogical Reasoning","Sunstein, 1993"
"https://openalex.org/W1754088298","2001","Thomas W. Merrill","What Happened to Property in Law and Economics?","Merrill, 2001"
"https://openalex.org/W175463262","1970","Joseph Raz","The concept of a legal system","Raz, 1970"
"https://openalex.org/W1780578637","1994","George P. Fletcher","On the Moral Irrelevance of Bodily Movements","Fletcher, 1994"
"https://openalex.org/W1783030812","1989",NA,"The authority of the State","NA, 1989"
"https://openalex.org/W1814366986","1991","Leslie Green","Two Views of Collective Rights","Green, 1991"
"https://openalex.org/W181618895","1986","Neil MacCormick","An Institutional Theory of Law","Cormick, 1986"
"https://openalex.org/W1843303664","2009","Grégoire Webber","The Negotiable Constitution: On the Limitation of Rights","Webber, 2009"
"https://openalex.org/W1846881622","2007","Richard Bellamy","Political Constitutionalism: A Republican Defence of the Constitutionality of Democracy","Bellamy, 2007"
"https://openalex.org/W1858207329","2009","Jan Klabbers","The Constitutionalization of International Law","Klabbers, 2009"
"https://openalex.org/W1861011270","2010","Martin Loughlin","Foundations of Public Law","Loughlin, 2010"
"https://openalex.org/W1898777572","2011","Nico Krisch","Who is Afraid of Radical Pluralism? Legal Order and Political Stability in the Postnational Space*","Krisch, 2011"
"https://openalex.org/W1899358847","2010","Arthur Isak Applbaum","Legitimacy without the Duty to Obey","Applbaum, 2010"
"https://openalex.org/W1915762082","2000","Thomas W. Merrill","Optimal Standardization in the Law of Property: The Numerus Clausus Principle","Merrill, 2000"
"https://openalex.org/W1949741859","2013","Dana Kay Nelkin","So Close, Yet So Far: Why Solutions to the Closeness Problem for the Doctrine of Double Effect Fall Short","Nelkin, 2013"
"https://openalex.org/W1962176859","2008","Larry Alexander","Demystifying Legal Reasoning","Alexander, 2008"
"https://openalex.org/W1963995633","1984","Michael E. Bratman","Two Faces of Intention","Bratman, 1984"
"https://openalex.org/W1965823236","1987","Stephen R. Perry","JUDICIAL OBLIGATION, PRECEDENT AND THE COMMON LAW","Perry, 1987"
"https://openalex.org/W1967015803","2008","David Lewis","Are we free to break the laws?","Lewis, 2008"
"https://openalex.org/W1967124739","1996","Larry Alexander","The Moral Magic of Consent (II)","Alexander, 1996"
"https://openalex.org/W1967260891","1997","Prosenjit Bose","The Good of Marriage and the Morality of Sexual Relations: Some Philosophical and Historical Observations","Bose, 1997"
"https://openalex.org/W1967450494","2007","Melanie Beres","‘Spontaneous’ Sexual Consent: An Analysis of Sexual Consent Literature","Beres, 2007"
"https://openalex.org/W1968094512","1992","Eugenio Bulygin","On norms of competence","Bulygin, 1992"
"https://openalex.org/W1971827776","2006","George Letsas","Two Concepts of the Margin of Appreciation","Letsas, 2006"
"https://openalex.org/W1972471114","2010","Rainer Forst","The Justification of Human Rights and the Basic Right to Justification: A Reflexive Approach","Forst, 2010"
"https://openalex.org/W1974237129","1993","John Martin Fischer","Quinn on Double Effect: The Problem of ""Closeness""","Fischer, 1993"
"https://openalex.org/W1974412448","2010","Matthew J. Kramer","Refining the Interest Theory of Rights","Kramer, 2010"
"https://openalex.org/W1975154664","2013","T. M. Scanlon","Giving desert its due","Scanlon, 2013"
"https://openalex.org/W1975192395","1999","Robert P. George","In Defense of Natural Law","George, 1999"
"https://openalex.org/W1975710200","1981","A. John Simmons","Moral Principles and Political Obligations.","Simmons, 1981"
"https://openalex.org/W1975824152","2008","Andrei Marmor","The Pragmatics of Legal Language","Marmor, 2008"
"https://openalex.org/W1975959592","1968","Herbert Morris","Persons and Punishment","Morris, 1968"
"https://openalex.org/W1976083926","1979","J. A. G. Griffith","The Political Constitution*","Griffith, 1979"
"https://openalex.org/W1976156251","2010","R. A. Duff","BLAME, MORAL STANDING AND THE LEGITIMACY OF THE CRIMINAL TRIAL","Duff, 2010"
"https://openalex.org/W1976214767","1998","R. A. Duff","Law, language and community: some preconditions of criminal liability","Duff, 1998"
"https://openalex.org/W1976613925","1987","Michael J. Zimmerman","Luck and Moral Responsibility","Zimmerman, 1987"
"https://openalex.org/W1976729917","2001","Phil Dowe","A Counterfactual Theory of Prevention and 'Causation' by Omission","Dowe, 2001"
"https://openalex.org/W1977927756","2008","Heidi L. Maibom","The Mad, the Bad, and the Psychopath","Maibom, 2008"
"https://openalex.org/W1979758634","2006","Matt Matravers","‘Who’s Still Standing?’ A Comment on Antony Duff’s Preconditions of Criminal Liability","Matravers, 2006"
"https://openalex.org/W1980315820","2004","Ronald Dworkin","Hart's Postscript and the Character of Political Philosophy","Dworkin, 2004"
"https://openalex.org/W1980782361","1974","Richard A. Epstein","Defenses and Subsequent Pleas in a System of Strict Liability","Epstein, 1974"
"https://openalex.org/W1981074040","2006","William J. FitzPatrick","The Intend/Foresee Distinction and the Problem of “Closeness”","Patrick, 2006"
"https://openalex.org/W1981788994","1990","James Thomson","The Realm of Rights","Thomson, 1990"
"https://openalex.org/W1982523722","1971","D. N. MacCormick","The Concept of a Legal System: An Introduction to the Theory of Legal System.","Cormick, 1971"
"https://openalex.org/W1982651933","1984","Peter A. French","Collective and Corporate Responsibility","French, 1984"
"https://openalex.org/W1983025967","2012","Christopher Heath Wellman","The Rights Forfeiture Theory of Punishment","Wellman, 2012"
"https://openalex.org/W1983699023","1990","Robert B. Thigpen","Liberalism, Community, and Culture","Thigpen, 1990"
"https://openalex.org/W1984025373","2005","Aaron James","Constructing Justice for Existing Practice: Rawls and the Status Quo","James, 2005"
"https://openalex.org/W1984999953","2012","Dana Kay Nelkin","Three Cheers for Double Effect","Nelkin, 2012"
"https://openalex.org/W1985968075","1982","Jules L. Coleman","Negative and Positive Positivism","Coleman, 1982"
"https://openalex.org/W1986739574","1992","Stanley L. Paulson","The Neo-Kantian Dimension of Kelsen's Pure Theory of Law","Paulson, 1992"
"https://openalex.org/W1987468100","1969","Lon L. Fuller","Human Interaction and the Law","Fuller, 1969"
"https://openalex.org/W1987984014","2009","Helen Frowe","A Practical Account of Self-Defence","Frowe, 2009"
"https://openalex.org/W1988208978","1989","Will Kymlicka","Liberal Individualism and Liberal Neutrality","Kymlicka, 1989"
"https://openalex.org/W198849153","1972","Neil MacCormick","Voluntary Obligations and Normative Powers","Cormick, 1972"
"https://openalex.org/W1989374108","2005","Gopal Sreenivasan","A Hybrid Theory of Claim-Rights","Sreenivasan, 2005"
"https://openalex.org/W1990328343","1982","Gerald J. Postema","Coordination and Convention at the Foundations of Law","Postema, 1982"
"https://openalex.org/W1990362375","2007","N. E. Simmonds","Law as a Moral Idea","Simmonds, 2007"
"https://openalex.org/W1990904714","1994","Louis Kaplow","Why the Legal System Is Less Efficient than the Income Tax in Redistributing Income","Kaplow, 1994"
"https://openalex.org/W1990990149","1989","Wojciech Sadurski","Theory of punishment, social justice, and liberal neutrality","Sadurski, 1989"
"https://openalex.org/W1994326792","2003","Amie L. Thomasson","Realism and Human Kinds","Thomasson, 2003"
"https://openalex.org/W1994534805","1988","Glanville Williams","The Logic of “Exceptions”","Williams, 1988"
"https://openalex.org/W1996138251","2004","Whitley Kaufman","Is there a “right” to self‐defense?","Kaufman, 2004"
"https://openalex.org/W1996659825","1997","Stephen Macedo","In Defense of Liberal Public Reason: are Slavery and Abortion Hard Cases?","Macedo, 1997"
"https://openalex.org/W1997782454","2001","Alison McIntyre","Doing Away with Double Effect","Intyre, 2001"
"https://openalex.org/W1999165976","2004","T. R. S. Allan","LEGISLATIVE SUPREMACY AND LEGISLATIVE INTENTION: INTERPRETATION, MEANING, AND AUTHORITY","Allan, 2004"
"https://openalex.org/W1999532401","1998","Jules L. Coleman","Incorporationism, Conventionality, and the Practical Difference Thesis","Coleman, 1998"
"https://openalex.org/W200124229","1971","Laurence H. Tribe","Trial by Mathematics: Precision and Ritual in the Legal Process","Tribe, 1971"
"https://openalex.org/W2001282989","1993","Richard Dagger","Playing Fair with Punishment","Dagger, 1993"
"https://openalex.org/W2001594127","2006","Pamela Hieronymi","Responsibility for believing","Hieronymi, 2006"
"https://openalex.org/W2002788212","1999","John Braithwaite","Restorative Justice: Assessing Optimistic and Pessimistic Accounts","Braithwaite, 1999"
"https://openalex.org/W2004265956","2005","Douglas Husak","On the Supposed Priority of Justification to Excuse","Husak, 2005"
"https://openalex.org/W2006291010","1993","Jeremy Horder","Criminal culpability: The possibility of a general theory","Horder, 1993"
"https://openalex.org/W2008168692","2009","Matt King","The Problem with Negligence","King, 2009"
"https://openalex.org/W2009243336","1994","Galen Strawson","The impossibility of moral responsibility","Strawson, 1994"
"https://openalex.org/W2009439209","2013","Robert Alexy","Some Reflections on the Ideal Dimension of Law and on the Legal Philosophy of John Finnis","Alexy, 2013"
"https://openalex.org/W2009596531","1994","Jeff McMahan","Self-Defense and the Problem of the Innocent Attacker","Mahan, 1994"
"https://openalex.org/W2009741018","1990","Robert Alexy","The Concept of Coherence and Its Significance for Discursive Rationality","Alexy, 1990"
"https://openalex.org/W2009896285","2010","Frederick Schauer","Was Austin Right After All? On the Role of Sanctions in a Theory of Law","Schauer, 2010"
"https://openalex.org/W2010849541","1993","Robert W. Summers","A Formal Theory of the Rule of Law*","Summers, 1993"
"https://openalex.org/W2011498050","2007","David Shoemaker","Moral Address, Moral Responsibility, and the Boundaries of the Moral Community","Shoemaker, 2007"
"https://openalex.org/W2012297130","2003","Jürgen Habermas","On Law and Disagreement. Some Comments on ""Interpretative Pluralism""","Habermas, 2003"
"https://openalex.org/W2012751363","1998","Neil MacCormick","Review article. Risking constitutional collision in Europe?","Cormick, 1998"
"https://openalex.org/W2013396264","1993","Neil MacCormick","Beyond the Sovereign State","Cormick, 1993"
"https://openalex.org/W2014010033","1983","Leslie Green","LAW, CO-ORDINATION AND THE COMMON GOOD","Green, 1983"
"https://openalex.org/W2014772536","2012","David Plunkett","A POSITIVIST ROUTE FOR EXPLAINING HOW FACTS MAKE LAW","Plunkett, 2012"
"https://openalex.org/W2016325035","2007","Lucia Zedner","Pre-crime and post-criminology?","Zedner, 2007"
"https://openalex.org/W2016826192","1983","John Finnis","Natural Law and Natural Rights.","Finnis, 1983"
"https://openalex.org/W2018150336","2002","Jeremy Waldron","Is the Rule of Law an Essentially Contested Concept (In Florida)?","Waldron, 2002"
"https://openalex.org/W2018986083","1976","Albin Eser","Justification and Excuse","Eser, 1976"
"https://openalex.org/W2021695404","1996","Ronald Dworkin","Objectivity and Truth: You'd Better Believe It","Dworkin, 1996"
"https://openalex.org/W2022049923","1979","John Borgo","Causal Paradigms in Tort Law","Borgo, 1979"
"https://openalex.org/W2022829934","2012","Neil Levy","Skepticism and Sanction: The Benefits of Rejecting Moral Responsibility","Levy, 2012"
"https://openalex.org/W2023238833","1982","Gordon L. Brady","Social Justice in the Liberal State","Brady, 1982"
"https://openalex.org/W2023270709","1997","Michael J. Zimmerman","Moral Responsibility and Ignorance","Zimmerman, 1997"
"https://openalex.org/W2024102269","1996","Henry Prakken","A dialectical model of assessing conflicting arguments in legal reasoning","Prakken, 1996"
"https://openalex.org/W2024318497","2003","Trevor Bench-Capon","A model of legal reasoning with cases incorporating theories and values","Capon, 2003"
"https://openalex.org/W2025294665","2002","Allen Buchanan","Political Legitimacy and Democracy","Buchanan, 2002"
"https://openalex.org/W2026133433","1970","Joel Feinberg","The nature and value of rights","Feinberg, 1970"
"https://openalex.org/W2027019383","2007","Andrew Ashworth","Defending the Criminal Law: Reflections on the Changing Character of Crime, Procedure, and Sanctions","Ashworth, 2007"
"https://openalex.org/W2027539909","2003","Niko Kolodny","Promises and Practices Revisited","Kolodny, 2003"
"https://openalex.org/W2028501282","2001","Jürgen Habermas","Constitutional Democracy","Habermas, 2001"
"https://openalex.org/W2029888259","1970","Jeremy Bentham","Of laws in general","Bentham, 1970"
"https://openalex.org/W2030110443","2012","Peter Chau","Duff on the Legitimacy of Punishment of Socially Deprived Offenders","Chau, 2012"
"https://openalex.org/W2032902905","2004","Thomas Christiano","The Authority of Democracy*","Christiano, 2004"
"https://openalex.org/W2032998746","1989","Lois Pineau","Date rape: A feminist analysis","Pineau, 1989"
"https://openalex.org/W2034234218","1998","Susan J. Brison","The Autonomy Defense of Free Speech","Brison, 1998"
"https://openalex.org/W2034903527","2002","Christopher Bennett","The Varieties of Retributive Experience","Bennett, 2002"
"https://openalex.org/W2035148892","2000","Scott Shapiro","LAW, MORALITY, AND THE GUIDANCE OF CONDUCT","Shapiro, 2000"
"https://openalex.org/W2037679771","1999","James Thomson","Physician‐Assisted Suicide: Two Moral Arguments","Thomson, 1999"
"https://openalex.org/W2038041537","1973","Richard A. Epstein","A Theory of Strict Liability","Epstein, 1973"
"https://openalex.org/W2038608783","1977","Randy E. Barnett","Restitution: A New Paradigm of Criminal Justice","Barnett, 1977"
"https://openalex.org/W2038692525","1986","Michael Davis","Why attempts deserve less punishment than complete crimes","Davis, 1986"
"https://openalex.org/W2038736395","2007","Danny Scoccia","In Defense of Hard Paternalism","Scoccia, 2007"
"https://openalex.org/W2039168968","1982","R. M. Hare","Moral Thinking: Its Levels, Methods and Point","Hare, 1982"
"https://openalex.org/W2039237131","2008","Robert Alexy","On the Concept and the Nature of Law","Alexy, 2008"
"https://openalex.org/W2039676139","1981","Phillip Montague","Self-defense and choosing between lives","Montague, 1981"
"https://openalex.org/W2039760166","1983","Michael Davis","How to Make the Punishment Fit the Crime","Davis, 1983"
"https://openalex.org/W2039981008","2007","Dieter Grimm","Proportionality in Canadian and German Constitutional Jurisprudence","Grimm, 2007"
"https://openalex.org/W2040207198","1980","Ralph McInerny","The Principles of Natural Law","Inerny, 1980"
"https://openalex.org/W2040210902","1972","Richard A. Posner","A Theory of Negligence","Posner, 1972"
"https://openalex.org/W2040525195","1968","Norman Malcolm","The Conceivability of Mechanism","Malcolm, 1968"
"https://openalex.org/W2040603703","1991","Andrew von Hirsch","Gauging Criminal Harm: A Living-Standard Analysis","Hirsch, 1991"
"https://openalex.org/W2041009095","1999","David Copp","The Idea of a Legitimate State","Copp, 1999"
"https://openalex.org/W2041466501","1984","Joseph Raz","HART ON MORAL RIGHTS AND LEGAL DUTIES","Raz, 1984"
"https://openalex.org/W2041607960","1986","Joseph Raz","The Morality of Freedom","Raz, 1986"
"https://openalex.org/W2041824782","2007","David Lefkowitz","On a Moral Right to Civil Disobedience","Lefkowitz, 2007"
"https://openalex.org/W2041839855","1937","Fred Cohen","THE PROBLEMS OF A FUNCTIONAL JURISPRUDENCE","Cohen, 1937"
"https://openalex.org/W204205356","1989","Douglas Husak","Justifications and the Criminal Liability of Accessories","Husak, 1989"
"https://openalex.org/W2042727912","2003","Scott Hershovitz","LEGITIMACY, DEMOCRACY, AND RAZIAN AUTHORITY","Hershovitz, 2003"
"https://openalex.org/W2044376112","1993","Michael Davis","Criminal desert and unfair advantage: What's the connection?","Davis, 1993"
"https://openalex.org/W2044818626","2005","Angela M. Smith","Responsibility for Attitudes: Activity and Passivity in Mental Life","Smith, 2005"
"https://openalex.org/W2044908625","1998","John Martin Fischer","Responsibility and Control","Fischer, 1998"
"https://openalex.org/W2045052834","1994","Jeremy Waldron","Freeman's defense of Judicial Review","Waldron, 1994"
"https://openalex.org/W2045151352","2011","Saul Smilansky","Hard Determinism and Punishment: A Practical Reductio","Smilansky, 2011"
"https://openalex.org/W2045298523","1980","Anthony Skillen","How to Say Things with Walls","Skillen, 1980"
"https://openalex.org/W2045381010","1992","Will Kymlicka","The Rights of Minority Cultures","Kymlicka, 1992"
"https://openalex.org/W2045894209","2006","James Lenman","Compatibilism and Contractualism: The Possibility of Moral Responsibility","Lenman, 2006"
"https://openalex.org/W2047304938","1995","Stanley L. Paulson","Radbruch on Unjust Laws: Competing Earlier and Later Views?","Paulson, 1995"
"https://openalex.org/W2047661196","2001","Christopher Heath Wellman","Toward a Liberal Theory of Political Obligation","Wellman, 2001"
"https://openalex.org/W2048636620","2005","Leif Wenar","The Nature of Rights","Wenar, 2005"
"https://openalex.org/W2049126431","2010","Zachary Hoskins","Fair Play, Political Obligation, and Punishment","Hoskins, 2010"
"https://openalex.org/W2049352959","2012","Robert J. Simpson","Dignity, Harm, and Hate Speech","Simpson, 2012"
"https://openalex.org/W2050227612","1979","David Fair","Causation and the flow of energy","Fair, 1979"
"https://openalex.org/W2051892360","1998","Scott Shapiro","On Hart's Way Out","Shapiro, 1998"
"https://openalex.org/W2051895896","2000","Grant Lamond","The coerciveness of law","Lamond, 2000"
"https://openalex.org/W2052671436","2011","Holly M. Smith","Non-Tracing Cases of Culpable Ignorance","Smith, 2011"
"https://openalex.org/W2053588557","2004","Christopher Heath Wellman","POLITICAL OBLIGATION AND THE PARTICULARITY REQUIREMENT","Wellman, 2004"
"https://openalex.org/W2053800960","1984","Joseph Raz","On the Nature of Rights","Raz, 1984"
"https://openalex.org/W2054081676","2005","Thomas Nagel","The Problem of Global Justice","Nagel, 2005"
"https://openalex.org/W2055157079","1980","Jr. Joseph M. Boyle","Toward Understanding the Principle of Double Effect","Boyle, 1980"
